method;seed;energy_efficiency_gb_per_j;link_failures;total_handovers;pingpong_handovers
SBD;23043;0.20482919136403469;0;94581;62676
P-ES;23044;0.0945042935266219;0;91621;59356
P-MRO;23045;0.0225414859219543;0;92824;62385
QACM;23046;0.09608839097316745;0;86016;58631
NC;23142;0.025239557883761105;1;92389;60621
SBD;23143;0.20555581329483927;0;90045;59668
P-ES;23144;0.09711872209206478;0;87332;55982
P-MRO;23145;0.020861931982954336;0;92586;63218
QACM;23146;0.08588504342460346;0;96382;64466
NC;23242;0.02486429551988065;1;98182;64808
SBD;23243;0.21587940260690752;0;99322;65841
P-ES;23244;0.0914993316775844;0;95215;64966
P-MRO;23245;0.0223249720830205;0;87642;59131
QACM;23246;0.0967154230578867;1;99513;65514
NC;23442;0.024112007661735362;0;90721;60852
SBD;23443;0.1868553023288212;0;103017;70199
P-ES;23444;0.08905138804792961;0;87721;59520
P-MRO;23445;0.020644112892262118;0;89418;59526
QACM;23446;0.08521554641002203;0;95329;61183
NC;22842;0.02894373708673535;0;90078;59509
SBD;22843;0.18896787807407933;0;95592;62260
P-ES;22844;0.10029355198119061;0;95882;65491
P-MRO;22845;0.021062387574594783;0;92875;62861
QACM;22846;0.09636021114610155;0;99248;64365
NC;23642;0.02499595272973246;2;100277;66280
SBD;23643;0.20014519689297516;0;86097;57558
P-ES;23644;0.09546926342085871;0;103395;67609
P-MRO;23645;0.021176400388329106;0;85028;58140
QACM;23646;0.09586668945689225;0;95663;63840
NC;23342;0.02553924782867657;0;97096;64019
SBD;23343;0.20512228028140467;0;88392;58426
P-ES;23344;0.09003446769479277;1;97417;67191
P-MRO;23345;0.02364043487417852;0;92659;61869
QACM;23346;0.08769305026568157;0;93235;62132
NC;23542;0.02551787221284555;0;81205;53799
SBD;23543;0.20923161826981582;0;88804;58411
P-ES;23544;0.09881440679965059;0;86721;59162
P-MRO;23545;0.023889618317121122;0;100002;68300
QACM;23546;0.09041305545594978;0;91928;62211
NC;23742;0.02639235807552512;0;93045;61659
SBD;23743;0.20617132109710426;0;92825;61566
P-ES;23744;0.09732975226696182;0;100449;65191
P-MRO;23745;0.023988407717901852;0;93452;62437
QACM;23746;0.08620386672136665;0;96255;64007
NC;23842;0.026718054792524027;1;98552;63865
SBD;23843;0.2260722642778311;0;88910;59228
P-ES;23844;0.09022351145613126;1;101962;65885
P-MRO;23845;0.020646867644349955;0;97991;64507
QACM;23846;0.09434403295894356;1;89785;58898
NC;23942;0.02846301850181165;0;99541;63955
SBD;23943;0.19211985290578062;0;95811;63808
P-ES;23944;0.09070051659318924;0;91613;62884
P-MRO;23945;0.019065008287561386;0;99589;64434
QACM;23946;0.09626232877366397;2;86777;59227
NC;24042;0.026159279041144658;0;85392;56386
SBD;24043;0.20805662908856298;0;88830;60376
P-ES;24044;0.09791507770677658;1;88695;60115
P-MRO;24045;0.022956410373781176;0;94265;63235
QACM;24046;0.10308545819963837;0;88065;56639
NC;24142;0.02414084167735767;0;88476;57297
SBD;24143;0.19872128604680359;0;94464;63792
P-ES;24144;0.09306402970174171;0;99110;65940
P-MRO;24145;0.02181236482555282;0;93753;61268
QACM;24146;0.0967809556767869;0;100603;67093
NC;24242;0.02601936777570687;1;89897;60039
SBD;24243;0.19874626161007738;0;95000;63076
P-ES;24244;0.09438025625356744;0;98631;65898
P-MRO;24245;0.02193530213683254;0;95315;62264
QACM;24246;0.08692026080543258;0;97126;64130
NC;24342;0.028159909414211773;1;94693;62419
SBD;24343;0.16887414953943278;0;97624;64638
P-ES;24344;0.09499939204715942;0;95779;63767
P-MRO;24345;0.023809045678296892;0;95117;64346
QACM;24346;0.10082669441295873;1;89063;59576
NC;24442;0.028545217642531175;0;89333;57878
SBD;24443;0.21290843470363832;0;94831;61930
P-ES;24444;0.0908356346741055;2;89123;59935
P-MRO;24445;0.01990026837932924;0;92970;61952
QACM;24446;0.09688004759366747;0;86286;56087
NC;24542;0.026913917753194246;0;100841;68197
SBD;24543;0.18523536443052538;0;88960;57830
P-ES;24544;0.09837919797580041;0;89558;61398
P-MRO;24545;0.0230997790276674;0;91408;62147
QACM;24546;0.1048051004043494;0;86276;57900
NC;24642;0.026772702836695184;0;97592;65786
SBD;24643;0.21796805548525433;0;96400;62263
P-ES;24644;0.095931187982668;1;95832;62795
P-MRO;24645;0.023434286300203496;0;91237;61218
QACM;24646;0.10523165990374439;0;92989;62718
NC;24742;0.02733737860605099;0;91031;59463
SBD;24743;0.192189691988979;0;90840;61123
P-ES;24744;0.09494320136668971;1;88483;59746
P-MRO;24745;0.01975810605323156;0;87350;58979
QACM;24746;0.08807186031666343;0;92482;62424
NC;24842;0.025601364642910254;0;94734;65902
SBD;24843;0.20587859276244383;0;82329;54134
P-ES;24844;0.1034520936730335;0;93938;63797
P-MRO;24845;0.019768605167101366;0;88166;59473
QACM;24846;0.10273104249659194;2;88576;58463
NC;25042;0.024525050923079703;0;90675;58895
SBD;25043;0.22164557026546156;0;92337;62265
P-ES;25044;0.09943739209503244;0;85960;58039
P-MRO;25045;0.020814436025682084;0;102647;68150
QACM;25046;0.08849945519603468;2;94947;62500
NC;24942;0.02622432897026192;0;89976;60170
SBD;24943;0.23021668487578203;0;87784;57021
P-ES;24944;0.10457641516496603;0;90416;57681
P-MRO;24945;0.02128654329288553;0;96172;64829
QACM;24946;0.0994540176525884;1;85634;58309
NC;25242;0.029065257535313464;0;84683;55997
SBD;25243;0.18541080912169466;0;98874;67568
P-ES;25244;0.09551134512146357;0;85327;56396
P-MRO;25245;0.020928077137286102;0;94186;61202
QACM;25246;0.08721798373502251;2;94091;60630
NC;25142;0.02655810336298768;0;97252;65909
SBD;25143;0.18768197254181707;0;95752;64230
P-ES;25144;0.0883329455477027;0;90000;56745
P-MRO;25145;0.02268393144445061;0;81065;54466
QACM;25146;0.08456688397886253;0;88596;59339
NC;25342;0.02782298460209087;1;90554;61606
SBD;25343;0.1901918125732752;0;93262;61049
P-ES;25344;0.09527436778926181;0;103181;69476
P-MRO;25345;0.02213224248889832;0;93039;60912
QACM;25346;0.09862454035014044;0;103520;68769
NC;25442;0.025229611881260102;1;85208;57343
SBD;25443;0.195620525464499;0;86358;58163
P-ES;25444;0.0815321915598205;0;92521;61525
P-MRO;25445;0.021501870189516305;0;93405;62643
QACM;25446;0.10424448882269428;0;91770;60285
NC;25542;0.026343995738396773;0;87622;58213
SBD;25543;0.185251165356339;0;94784;62018
P-ES;25544;0.09625875233839716;0;105991;67324
P-MRO;25545;0.021906965882798064;0;88357;56752
QACM;25546;0.09645401208469531;0;97920;64728
NC;25642;0.025144282585876546;0;102571;69056
SBD;25643;0.20080722202253268;0;92767;60552
P-ES;25644;0.09753553190686189;0;97063;65671
P-MRO;25645;0.022985765591833955;0;83708;57081
QACM;25646;0.09758833180637416;1;95346;63039
NC;25742;0.028185377843716546;0;97405;65061
SBD;25743;0.1916211299974179;0;98901;64508
P-ES;25744;0.09502917576039853;0;102650;68054
P-MRO;25745;0.019739134094990177;0;86301;57827
QACM;25746;0.09412290847852527;0;91076;60537
NC;25842;0.028676890066386955;0;95308;61396
SBD;25843;0.2056597453149812;0;92027;59847
P-ES;25844;0.09614000133794166;0;93030;60656
P-MRO;25845;0.02352065136401735;0;91302;60513
QACM;25846;0.09233293135681855;0;87932;58320
NC;26042;0.026879214597421285;0;93747;61519
SBD;26043;0.20538825782765913;0;89658;61240
P-ES;26044;0.09789001591030332;0;89548;59488
P-MRO;26045;0.023122166002487534;0;94051;63270
QACM;26046;0.10199402194404984;0;90117;60053
NC;26142;0.026514057316087837;0;96027;63795
SBD;26143;0.1996249036918078;0;96262;64186
P-ES;26144;0.1012621842758009;0;92132;60854
P-MRO;26145;0.022803177894583575;0;89562;59742
QACM;26146;0.09949136057020343;1;87244;58332
NC;25942;0.02591250407135037;0;89846;59269
SBD;25943;0.19383073581782326;0;85340;56757
P-ES;25944;0.09445795804351263;0;90194;60493
P-MRO;25945;0.02212116272850723;0;90451;58930
QACM;25946;0.091414379952602;1;97410;64637
NC;26242;0.025665370737468707;0;85885;59086
SBD;26243;0.19002353287982374;0;93627;62754
P-ES;26244;0.09365527430362405;0;98481;63655
P-MRO;26245;0.02419991565691636;0;89903;60357
QACM;26246;0.10227108287937953;0;97263;65261
NC;26442;0.027737733701430276;0;91715;61017
SBD;26443;0.20279694639186877;0;93679;61360
P-ES;26444;0.09946333302935759;2;91480;60439
P-MRO;26445;0.019467802796402173;0;95284;62901
QACM;26446;0.10744773382914162;0;83765;55220
NC;26342;0.026172759294973185;0;90668;59975
SBD;26343;0.18603649065362332;0;85623;57287
P-ES;26344;0.09017244110374777;0;90302;60046
P-MRO;26345;0.02142088904725882;0;101097;63531
QACM;26346;0.09228345503433354;0;93915;63342
NC;26542;0.02739241918525925;0;82437;54120
SBD;26543;0.20112452026645714;0;84357;56989
P-ES;26544;0.09963993769209703;0;86651;57238
P-MRO;26545;0.021759120928707583;0;82780;56466
QACM;26546;0.09373606131632885;0;94123;60309
NC;26642;0.023931862046102436;0;99855;65091
SBD;26643;0.20304288605172988;0;89674;59980
P-ES;26644;0.10678193498760477;0;93418;63805
P-MRO;26645;0.02088915170327657;0;86659;57715
QACM;26646;0.09408486308852376;0;96782;63376
NC;26742;0.02780981315484725;0;92809;61684
SBD;26743;0.18593699585214526;0;97144;63133
P-ES;26744;0.09967882224671046;0;85174;57988
P-MRO;26745;0.02321914185225238;0;90366;59226
QACM;26746;0.07915453031859176;1;92627;61163
NC;26842;0.02517638499384399;0;93594;62862
SBD;26843;0.20733849999899426;0;88965;56822
P-ES;26844;0.09124201620165977;1;94462;61583
P-MRO;26845;0.021599249036907176;0;95757;63961
QACM;26846;0.09290946785170354;1;86922;57597
NC;26942;0.02440186081786869;0;93005;61474
SBD;26943;0.18863337067110889;0;93982;64054
P-ES;26944;0.09924173723002483;0;93331;59868
P-MRO;26945;0.021244546257345048;0;92124;60520
QACM;26946;0.08614219905418301;0;93739;61793
NC;27042;0.026947588711897095;0;96998;66854
SBD;27043;0.20132265137027286;0;95428;62297
P-ES;27044;0.09392656939312001;0;105822;69036
P-MRO;27045;0.0228365848187408;0;96773;65469
QACM;27046;0.09290570993622232;2;96052;62552
NC;27142;0.028759146766289795;0;90817;60689
SBD;27143;0.18890510959670423;0;101092;67454
P-ES;27144;0.10336605017841605;2;84707;55703
P-MRO;27145;0.021260968366795977;0;93505;61417
QACM;27146;0.09207743482768814;1;97797;61683
NC;27442;0.025575485710860966;0;92753;60811
SBD;27443;0.17977789326431154;0;85961;56076
P-ES;27444;0.10018181276694103;0;91758;63292
P-MRO;27445;0.02161600415339963;0;97532;66779
QACM;27446;0.09716400554374245;0;92523;60870
NC;27542;0.030013179831091523;0;89769;60372
SBD;27543;0.21386065206314325;0;83922;56158
P-ES;27544;0.10857166126805118;1;100580;67974
P-MRO;27545;0.020466265038647593;0;96159;62889
QACM;27546;0.0960604268625267;0;92056;63034
NC;27642;0.027004812549068113;0;94163;62416
SBD;27643;0.18831496808596626;0;95162;62403
P-ES;27644;0.0957862970714476;0;94550;58704
P-MRO;27645;0.021571444610821385;0;106017;71694
QACM;27646;0.08642664411948735;1;95503;61416
NC;27842;0.024390562209412867;1;86309;58561
SBD;27843;0.2015903015173623;0;94399;61220
P-ES;27844;0.09461618446015765;0;98672;65080
P-MRO;27845;0.022259107791456702;0;101955;66805
QACM;27846;0.09215257218801354;0;90979;61200
NC;27942;0.027486329190501653;0;104289;67186
SBD;27943;0.21466277467136158;0;100227;67862
P-ES;27944;0.09094644433243558;0;88748;59648
P-MRO;27945;0.02249795894838559;0;93016;61726
QACM;27946;0.09370983363133661;0;94701;61757
NC;27242;0.025208628369751674;0;98207;66384
SBD;27243;0.18656360514007833;0;96536;63144
P-ES;27244;0.10524929209418372;1;91274;60820
P-MRO;27245;0.022117166755746556;0;100837;67197
QACM;27246;0.08775438107915191;0;92998;61732
NC;28142;0.02601101808317625;0;89063;59603
SBD;28143;0.19639001710372395;0;93735;61974
P-ES;28144;0.10347726565769672;0;102100;68210
P-MRO;28145;0.018611095543814828;0;96354;63070
QACM;28146;0.10236109423684675;2;88623;59685
NC;27342;0.026992951494672485;1;91440;62070
SBD;27343;0.2080372143314017;0;93731;63020
P-ES;27344;0.10496681090410503;0;92743;61313
P-MRO;27345;0.021514730207203993;0;96787;64553
QACM;27346;0.10156853026005111;0;97581;63442
NC;28042;0.02631717102376761;0;92851;61470
SBD;28043;0.19193671269963994;0;86733;58237
P-ES;28044;0.09578812146164044;0;91020;61181
P-MRO;28045;0.022955447735267406;0;93647;62754
QACM;28046;0.09161817857284481;1;85304;57380
NC;28442;0.026416801680192684;0;91435;62785
SBD;28443;0.19866914005474925;0;86670;57146
P-ES;28444;0.09075763569374375;0;99813;62533
P-MRO;28445;0.02117059924455644;0;89265;59358
QACM;28446;0.1029131432339595;2;93539;61422
NC;28342;0.025622669956191255;0;90918;59694
SBD;28343;0.1898681838315726;0;96215;64069
P-ES;28344;0.09603315704850086;0;95020;60774
P-MRO;28345;0.022651988422655877;0;86306;57872
QACM;28346;0.09258297199921944;0;91870;61219
NC;27742;0.024559521774101107;0;85763;56416
SBD;27743;0.19281864658753536;0;91768;60640
P-ES;27744;0.08697466817259938;0;94338;63182
P-MRO;27745;0.020637302348206963;0;94447;62866
QACM;27746;0.09609781951280856;1;99394;67344
NC;28542;0.02247751973863109;0;93364;62121
SBD;28543;0.20516429375335338;0;93418;63118
P-ES;28544;0.09712171471391089;1;84070;55416
P-MRO;28545;0.02358571674241476;0;80934;55523
QACM;28546;0.09462744764903007;2;90952;58554
NC;28642;0.026673374875680805;0;86496;56010
SBD;28643;0.21714919719133038;0;86020;55342
P-ES;28644;0.09138986008122817;0;97406;65267
P-MRO;28645;0.021419334833712705;0;86872;58179
QACM;28646;0.0908508653055657;0;93877;62881
NC;28242;0.024002946822989778;0;99774;65160
SBD;28243;0.2008239608268961;0;89753;59329
P-ES;28244;0.08967160163267363;2;88764;59062
P-MRO;28245;0.02221534634319812;0;94450;60712
QACM;28246;0.09231316942299476;0;104154;68255
NC;28742;0.022049413961753108;0;95574;62103
SBD;28743;0.19947832430408344;0;92796;61237
P-ES;28744;0.09116770810714406;0;94658;62539
P-MRO;28745;0.023085446190598616;0;82358;56390
QACM;28746;0.09144463211059509;0;96310;63610
NC;28842;0.02842937416569996;0;87782;57971
SBD;28843;0.18353428111372025;0;96360;65121
P-ES;28844;0.09517498072624836;0;93925;62656
P-MRO;28845;0.023769870663475617;0;85845;58755
QACM;28846;0.10002183678627677;0;96863;62845
NC;28942;0.024365235514605905;1;83828;56623
SBD;28943;0.2082675876472028;0;86283;57558
P-ES;28944;0.09190774441386855;0;91725;62022
P-MRO;28945;0.022444815502154283;0;87500;56861
QACM;28946;0.10220724092251522;1;87667;58273
NC;29042;0.025521933097491557;1;98544;66114
SBD;29043;0.2120059764152481;0;90672;59312
P-ES;29044;0.09788266221779246;0;97721;63638
P-MRO;29045;0.024735416194340918;0;94354;63292
QACM;29046;0.09442481593940528;2;94972;62350
NC;29242;0.025110005685478953;0;99278;67318
SBD;29243;0.21481721342605153;0;87580;59074
P-ES;29244;0.08691540553621847;0;95680;62005
P-MRO;29245;0.020662573161898568;0;101236;66349
QACM;29246;0.10266496627391195;2;95391;62902
NC;29142;0.02575449106221285;1;95470;63478
SBD;29143;0.20024750645185782;0;82782;56804
P-ES;29144;0.09615599154390225;0;92501;61605
P-MRO;29145;0.019253214511905356;0;94174;62321
QACM;29146;0.09697963311343438;1;90730;60448
NC;29442;0.02746866625522598;0;97555;62813
SBD;29443;0.21767991099872824;0;82906;57145
P-ES;29444;0.09399263188672986;1;91652;59441
P-MRO;29445;0.02249884816712899;0;94244;63349
QACM;29446;0.10085510268143215;0;94836;63018
NC;29542;0.026242685697245086;0;91610;61076
SBD;29543;0.2088350498189134;0;93982;61378
P-ES;29544;0.1031096605970399;0;97339;63460
P-MRO;29545;0.02117245063687592;0;87913;59663
QACM;29546;0.0938338253383872;0;87894;56741
NC;29642;0.02978435543549777;1;91297;60456
SBD;29643;0.20994301265022744;0;83792;56461
P-ES;29644;0.09432125088417755;0;94309;63026
P-MRO;29645;0.02071211697106759;0;102565;69052
QACM;29646;0.09283430914376188;2;104022;68527
NC;29742;0.029118232545429633;0;99223;65110
SBD;29743;0.20325703548384058;0;85738;58322
P-ES;29744;0.08595111348124584;0;85799;56651
P-MRO;29745;0.023588632462918434;0;97106;64652
QACM;29746;0.0958211160485966;1;100606;66793
NC;30042;0.02757679977098187;0;87621;58079
SBD;30043;0.2058271538398025;0;95253;63234
P-ES;30044;0.0939656018731282;0;106113;67532
P-MRO;30045;0.02045679361186379;0;94085;62863
QACM;30046;0.09330134148847394;0;97607;64737
NC;29342;0.026629856240736112;0;83592;56200
SBD;29343;0.20427710651729808;0;88993;59695
P-ES;29344;0.09774812199547678;1;91359;61437
P-MRO;29345;0.021277930909904402;0;91614;60934
QACM;29346;0.09695844284222845;0;94432;62130
NC;29942;0.02639426639925953;0;90521;60214
SBD;29943;0.1948872185035782;0;94623;60816
P-ES;29944;0.0935785428094556;0;91400;60475
P-MRO;29945;0.022634147283660724;0;94787;62519
QACM;29946;0.0947538607381008;1;94132;63560
NC;30142;0.026719636702649104;0;84642;58079
SBD;30143;0.21177010914906944;0;88704;60671
P-ES;30144;0.09783187950961028;0;90135;61131
P-MRO;30145;0.021516788258423056;0;89169;60133
QACM;30146;0.09173327797225193;2;92966;59849
NC;29842;0.02564406550191872;0;93451;61412
SBD;29843;0.2065102562046123;0;101336;68692
P-ES;29844;0.09244146880961986;0;97080;63661
P-MRO;29845;0.022829772207730747;0;92008;60765
QACM;29846;0.10899404726339373;1;98696;64914
NC;30242;0.025783945503667645;0;87215;58879
SBD;30243;0.22058678406711893;0;94824;62223
P-ES;30244;0.09463880233739001;0;98895;64280
P-MRO;30245;0.022201693100916485;0;89685;59645
QACM;30246;0.09705169298136251;0;90741;59977
NC;30342;0.023473804392717634;1;86235;58838
SBD;30343;0.19828298782616496;0;89994;57860
P-ES;30344;0.08672750927096032;1;101565;66694
P-MRO;30345;0.020054208763407532;0;96041;63841
QACM;30346;0.08688455868000237;1;98310;64917
NC;30442;0.024776276178788186;1;95039;62130
SBD;30443;0.2054327913930953;0;90731;61091
P-ES;30444;0.0937966711450784;0;93116;62348
P-MRO;30445;0.021903182321967505;0;91018;59737
QACM;30446;0.08747686773216684;1;98058;65048
NC;30542;0.026293403696862432;0;99476;65092
SBD;30543;0.18845288632040091;0;91253;60477
P-ES;30544;0.09289738087080665;0;92279;61730
P-MRO;30545;0.021829660984531027;0;86929;59651
QACM;30546;0.10364520550541069;1;91909;61909
NC;30642;0.02646625818519613;0;89102;58061
SBD;30643;0.22445342009801258;0;97911;64803
P-ES;30644;0.10382498000714056;0;95718;63376
P-MRO;30645;0.022153271511549465;0;92063;62280
QACM;30646;0.0924854139431082;0;95129;61969
NC;30742;0.02781067389628575;0;96083;63811
SBD;30743;0.22171616949614728;0;86712;57666
P-ES;30744;0.101951701919053;0;97457;65371
P-MRO;30745;0.022322217426123763;0;108407;69561
QACM;30746;0.08216366089768297;0;92172;62791
NC;30842;0.026381760325380827;0;93882;61167
SBD;30843;0.19613964380559806;0;89496;60106
P-ES;30844;0.08941824000815014;0;93491;63464
P-MRO;30845;0.02192380877718931;0;88989;59032
QACM;30846;0.09465850651001584;1;89731;60258
NC;30942;0.027005689821248718;0;96391;61999
SBD;30943;0.19765739182179;0;95626;64058
P-ES;30944;0.09716899804921335;1;96078;62977
P-MRO;30945;0.019905216731573777;0;93456;63312
QACM;30946;0.09941792261794391;2;83871;57108
NC;31142;0.025980295831723434;0;92463;63112
SBD;31143;0.21763907361115964;0;92668;63350
P-ES;31144;0.08156696874001867;0;91781;60399
P-MRO;31145;0.02148937123426115;0;94100;61982
QACM;31146;0.087943495680657;1;86692;57250
NC;31042;0.0262423291046085;0;96487;64477
SBD;31043;0.24138979460475815;0;94955;63966
P-ES;31044;0.09435435833153379;0;87011;57785
P-MRO;31045;0.021602504272670638;0;101800;64980
QACM;31046;0.08770996673573853;0;95361;60254
NC;31242;0.027510177289495893;0;84117;55949
SBD;31243;0.22961419096073551;0;99564;64905
P-ES;31244;0.09589780120897819;1;90341;60979
P-MRO;31245;0.02016344727420478;0;91726;58896
QACM;31246;0.10122207658652552;0;90070;59079
NC;31342;0.02645072885395132;0;89075;57134
SBD;31343;0.20034976993865428;0;95246;60566
P-ES;31344;0.08960817715989956;0;87117;57912
P-MRO;31345;0.020363996306582203;0;91965;62794
QACM;31346;0.08527543492952347;0;96700;63074
NC;31442;0.02587124703880768;0;97366;63941
SBD;31443;0.18662514298159338;0;90939;60656
P-ES;31444;0.10657491881898831;0;80668;52151
P-MRO;31445;0.022983201047761578;0;104566;67866
QACM;31446;0.08455323388046158;1;89611;61380
NC;31542;0.024588029805878285;0;91052;61645
SBD;31543;0.19284892155291083;0;99287;64517
P-ES;31544;0.10034709600763543;1;100109;65618
P-MRO;31545;0.020321256879963157;0;96596;63021
QACM;31546;0.08945976613617664;0;93548;61234
NC;31742;0.02459709944018551;1;89609;58162
SBD;31743;0.21419908680809646;0;101360;66300
P-ES;31744;0.09403745648136719;0;87927;58466
P-MRO;31745;0.022800864547161716;0;87533;58278
QACM;31746;0.09620470689878556;1;97393;66326
NC;31642;0.026819312747695705;0;88615;60329
SBD;31643;0.19178016861908773;0;98078;65200
P-ES;31644;0.10392899752317174;1;90835;60360
P-MRO;31645;0.021079783240223342;0;93432;63417
QACM;31646;0.09495766725319761;0;101821;69480
NC;31842;0.025171098230587496;0;95881;62854
SBD;31843;0.19876077964290056;0;90734;61361
P-ES;31844;0.09994027305985795;0;98551;67304
P-MRO;31845;0.022848423166074855;0;93654;62175
QACM;31846;0.09096511289491953;1;95791;62581
NC;31942;0.028662282946081294;0;90944;59758
SBD;31943;0.18371727756216;0;87551;58533
P-ES;31944;0.0952786224855372;1;92203;60793
P-MRO;31945;0.022028794725062344;0;92794;61322
QACM;31946;0.10414263912469071;0;84139;55436
NC;32042;0.027638801390476007;0;91345;60811
SBD;32043;0.2123934609208731;0;93440;62582
P-ES;32044;0.09251314372156019;0;91389;60971
P-MRO;32045;0.021258706858028553;0;85369;58386
QACM;32046;0.10162948693848614;1;82145;54950
NC;32142;0.026561114418230374;1;87120;57178
SBD;32143;0.173485149769762;0;96073;64160
P-ES;32144;0.10211181804804688;1;94181;63231
P-MRO;32145;0.022292638456293614;0;91348;61301
QACM;32146;0.09373712089469351;0;101348;65833
NC;32242;0.025909866162310564;0;96770;63180
SBD;32243;0.20629293693601672;0;92942;62254
P-ES;32244;0.09690059106069067;0;98954;65068
P-MRO;32245;0.022385789701469306;0;94109;64252
QACM;32246;0.09656717542783838;0;101372;66055
NC;32342;0.02541563090581809;1;93697;61798
SBD;32343;0.18235630139276898;0;88454;58397
P-ES;32344;0.10858296025670738;1;85121;56506
P-MRO;32345;0.019153709978584673;0;91768;60677
QACM;32346;0.10107513890944052;0;91859;60468
NC;32442;0.02634656440054275;0;94120;60871
SBD;32443;0.1929579018266615;0;88985;59948
P-ES;32444;0.09448974463554755;0;90017;60794
P-MRO;32445;0.02379087817188731;0;91813;59772
QACM;32446;0.10729471798684645;1;93115;63283
NC;32542;0.026467529928205134;0;92890;63809
SBD;32543;0.21189584276246948;0;94810;62314
P-ES;32544;0.08803244546687451;1;98234;66714
P-MRO;32545;0.022408391354650666;0;89011;59067
QACM;32546;0.09316780756251798;1;93676;61685
NC;32642;0.026706117464422086;0;94180;61250
SBD;32643;0.20024910647628497;0;95149;62542
P-ES;32644;0.10515387484747768;0;95884;64688
P-MRO;32645;0.024055570285895028;0;88808;60484
QACM;32646;0.10429368547362641;0;96821;63910
NC;32742;0.026393633826427922;1;100523;64568
SBD;32743;0.21475826751598398;0;87625;56572
P-ES;32744;0.09688972218526679;0;96084;65877
P-MRO;32745;0.02170955227293292;0;95597;62785
QACM;32746;0.10267164019340322;0;97820;64623
NC;32842;0.0257760286659338;0;94054;61357
SBD;32843;0.2197819293630176;0;96234;62562
P-ES;32844;0.10229263412823635;0;95742;64950
P-MRO;32845;0.022653040405425904;0;82390;55164
QACM;32846;0.09127307293669384;1;99889;66004
NC;32942;0.024980671571446178;0;99626;67699
SBD;32943;0.20880249171939116;0;92146;63889
P-ES;32944;0.09031952118708686;0;94395;64197
P-MRO;32945;0.0224093216120998;0;85822;58764
QACM;32946;0.10295297100174924;0;89738;61356
NC;33042;0.024396904722148293;0;90730;59890
SBD;33043;0.2018983499862778;0;90968;60899
P-ES;33044;0.09125498599715903;1;96887;62851
P-MRO;33045;0.022333779913402355;0;87434;57294
QACM;33046;0.09664628704830752;1;94533;60326
NC;33142;0.026377318589353098;0;88953;60187
SBD;33143;0.1915298101204867;0;88124;56542
P-ES;33144;0.09692682785615987;0;97349;65627
P-MRO;33145;0.022779962849765478;0;86180;57726
QACM;33146;0.08652273553117122;1;94550;59305
NC;33242;0.027345416428015877;0;94049;61889
SBD;33243;0.19392502848910387;0;86926;57416
P-ES;33244;0.08884827876077477;1;100536;66563
P-MRO;33245;0.021013738840866544;0;94662;64589
QACM;33246;0.09587031082976469;1;93589;63211
NC;33442;0.027739217846929003;0;100722;65890
SBD;33443;0.19387131682285766;0;92766;61108
P-ES;33444;0.0875019985416118;0;100554;65934
P-MRO;33445;0.024550627526402927;0;83799;55343
QACM;33446;0.09955149691848576;1;85782;58015
NC;33342;0.027838037498560175;1;102481;68952
SBD;33343;0.20342689382841384;0;86858;60059
P-ES;33344;0.10034532309699655;2;93047;62027
P-MRO;33345;0.021446938844223495;0;93724;60770
QACM;33346;0.10636960751992941;0;85485;56213
NC;33542;0.025208663307917916;0;93429;60897
SBD;33543;0.18784420338472693;0;101715;67959
P-ES;33544;0.09665849106963052;1;97467;65219
P-MRO;33545;0.022030667448581443;0;96284;63949
QACM;33546;0.10377623639342717;0;89542;59211
NC;33642;0.022691328817467507;0;101274;64535
SBD;33643;0.18805119346779686;0;92501;59903
P-ES;33644;0.09208415157356739;0;88181;57965
P-MRO;33645;0.02106921292331416;0;86224;57467
QACM;33646;0.09149819498411244;0;94429;62082
NC;33742;0.02575997777749612;1;86169;57653
SBD;33743;0.21231137359255672;0;93848;62565
P-ES;33744;0.09461226480289343;1;103247;67996
P-MRO;33745;0.022083490437562962;0;108054;68463
QACM;33746;0.09643837357893127;0;91387;60510
NC;33942;0.028063862728808595;1;94109;62849
SBD;33943;0.21523478870818086;0;88587;58614
P-ES;33944;0.11138116806012983;0;87899;58830
P-MRO;33945;0.022214114541296466;0;99325;64428
QACM;33946;0.09675095487356043;1;98544;63769
NC;33842;0.026619008905476173;0;90717;61378
SBD;33843;0.1963372235620373;0;99768;64619
P-ES;33844;0.09058926361410102;1;98118;64642
P-MRO;33845;0.022273652587661414;0;93112;63778
QACM;33846;0.08977694481122515;0;90707;61176
NC;34042;0.025263943369341513;0;97320;63627
SBD;34043;0.1891259679791861;0;92281;58622
P-ES;34044;0.09536571408425411;0;83989;56780
P-MRO;34045;0.022590250402322078;0;90549;60047
QACM;34046;0.08850378996395905;0;96333;64787
NC;34442;0.024346987020632066;0;93025;62527
SBD;34443;0.2170048852013337;0;98376;62571
P-ES;34444;0.10277135394963746;0;91304;60769
P-MRO;34445;0.022377326914876636;0;92783;62442
QACM;34446;0.09316146340439223;0;83564;55218
NC;34542;0.02223653280561195;0;90454;60572
SBD;34543;0.19383379138437254;0;90499;61046
P-ES;34544;0.09726595626082528;1;92126;60618
P-MRO;34545;0.02094716211381544;0;106436;69639
QACM;34546;0.0996128295909473;0;98140;65145
NC;34142;0.026422678790641994;1;91638;61821
SBD;34143;0.2057753732913482;0;97049;63485
P-ES;34144;0.09512265656114667;0;96968;63358
